sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;linea_de_credito
Femenino;comercio;variedades;enciso;2;8.0;26/10/2017;1000000;microempresarial
Masculino;comercio;Variedades;campo valdes no. 1;3;4.0;16/07/2018;7800000;microempresarial
Femenino;servicio;comidas rapidas;buenos aires;3;9.0;12/07/2016;6000000;microempresarial
Femenino;comercio;comidas rapidas;la palma;2;16.0;22/06/2018;7000000;microempresarial
Femenino;industria;fabrica de helados;olaya herrera;1;7.0;14/06/2018;4500000;microempresarial
Femenino;agropecuaria;criadero de animales ;cabecera san antonio ;2;80.0;9/10/2017;14000000;agropecuaria
Femenino;servicio;peluqueria;belen;3;16.0;3/11/2016;6890000;microempresarial
Femenino;industria;fabrica de ;buenos aires;3;9.0;9/05/2018;6000000;Microempresarial
Femenino;industria;fabrica de ;belen;1;16.0;9/07/2018;5000000;microempresarial
Femenino;comercio;miscelanea;campo valdes no. 1;2;4.0;29/05/2019;6000000;microempresarial
Femenino;comercio;cafeteria;pablo vi;2;2.0;6/09/2017;7000000;microempresarial
Masculino;industria;carpinteria;san martin de porres;2;6.0;15/06/2016;6890000;microempresarial
Femenino;servicio;comidas rapidas;la cruz;1;3.0;16/02/2018;7000000;microempresarial
Femenino;servicio;peluqueria;robledo;3;7.0;15/07/2016;6890000;microempresarial
Femenino;comercio;venta de calzado;picachito;1;6.0;9/05/2018;4000000;microempresarial
Femenino;comercio;tienda;la pradera;2;13.0;13/09/2017;4400000;credioportuno
Masculino;comercio;variedades;playon de los ;1;2.0;9/02/2018;$ 7,000,000.00;microempresarial
Masculino;comercio;billares;cabecera san cristobal;2;60.0;22/09/2016;6890000;microempresarial
Femenino;comercio;fabrica de alimentos;villa del socorro;2;2.0;14/09/2018;4000000;microempresarial
Masculino;comercio;licorera;robledo;2;7.0;29/03/2017;7377000;microempresarial
Femenino;COMERCIO;cafeteria;cabecera san antonio ;3;80.0;31/01/2019;7000000;microempresarial
Femenino;servicio;comidas rapidas;doce de octubre no. 1;2;6.0;9/02/2018;6000000;microempresarial
Femenino;comercio;variedades;san javier no.1;1;13.0;19/11/2016;6800000;microempresarial
Masculino;servicio;fabrica de ;robledo;2;7.0;9/08/2016;$ 6,890,000.00;microempresarial
Femenino;servicio;peluqueria;cabecera san cristobal;2;60.0;18/08/2017;$ 4,000,000.00;microempresarial
Femenino;servicio;peluqueria;aranjuez;2;4.0;25/07/2018;3500000;microempresarial
Femenino;comercio;tienda;la libertad;2;8.0;27/06/2016;4000000;microempresarial
Femenino;comercio;licorera;buenos aires;1;9.0;23/04/2018;3000000;microempresarial
Femenino;comercio;TIENDA;manrique central no. 2;2;3.0;30/01/2018;4000000;Microempresarial
Femenino;servicio;miscelanea;campo valdes no. 1;3;4.0;6/07/2016;6000000;microempresarial
Masculino;industria;fabrica de productos ;robledo;1;7.0;26/10/2016;4000000;microempresarial
Femenino;comercio;panaderia;tejelo;3;5.0;20/02/2018;7800000;microempresarial
Femenino;Comercio;variedades;doce de octubre no. 1;2;6.0;25/01/2019;2000000;microempresarial
Femenino;comercio;papeleria;campo valdes no. 1;3;4.0;5/04/2018;7800000;microempresarial
Masculino;comercio;tienda;enciso;2;8.0;16/02/2016;6000000;microempresarial
Masculino;industria;fabrica de ;enciso;3;8.0;6/06/2017;5000000;Microempresarial
Femenino;industria;fabrica de ;boston;3;10.0;19/04/2017;20000000;microempresarial
Femenino;comercio;tienda;villa niza;2;2.0;25/04/2018;7000000;microempresarial
Femenino;comercio;variedades;robledo;2;7.0;18/07/2017;7377000;microempresarial
Femenino;comercio;variedades;guayabal;3;15.0;3/02/2017;6890000;microempresarial
Femenino;comercio;tienda;cabecera san cristobal;1;60.0;5/02/2018;4000000;microempresarial
Masculino;comercio;tienda;el salvador;2;9.0;5/06/2017;7000000;microempresarial
Femenino;industria;fabrica de ;manrique central no. 2;3;3.0;19/05/2017;6000000;microempresarial
Femenino;comercio;variedades;ARANJUEZ;2;4.0;9/05/2017;4000000;microempresarial
Femenino;comercio;variedades;llanaditas;2;8.0;6/02/2018;6000000;microempresarial
Femenino;Comercio;restaurante;playon de los ;2;2.0;6/02/2017;3000000;microempresarial
Masculino;comercio;fabrica de helados;manrique central no. 1;3;4.0;13/12/2018;6500000;microempresarial
Masculino;comercio;distribuidora de ;cabecera san cristobal;1;60.0;28/02/2018;7800000;MICROEMPRESARIAL
Masculino;servicio;taller de mecanica;toscana;3;5.0;26/10/2016;6890000;microempresarial
Femenino;comercio;variedades;campo valdes no. 1;2;4.0;24/05/2018;7800000;microempresarial
Femenino;comercio;variedades;guayabal;3;15.0;7/03/2018;7000000;microempresarial
Femenino;comercio;variedades;santo domingo savio ;1;1.0;22/06/2018;7800000;microempresarial
Femenino;industria;fabrica de ;calasanz;3;12.0;16/12/2016;6890000;MICROEMPRESARIAL
Femenino;servicio;peluqueria;castilla;2;5.0;4/07/2017;2000000;microempresarial
Femenino;SERVICIO;fabrica de ;villatina;1;8.0;15/07/2016;3000000;microempresarial
Femenino;comercio;comidas rapidas;enciso;2;8.0;7/03/2018;3000000;microempresarial
Masculino;comercio;variedades;alfonso lopez;3;5.0;23/05/2017;$ 7,000,000.00;microempresarial
Femenino;comercio;tienda;granizal;2;1.0;26/09/2017;7300000;microempresarial
Masculino;COMERCIO;tienda;moravia;1;4.0;26/02/2018;650000;microempresarial
Femenino;servicio;comidas rapidas;moravia;1;4.0;19/11/2016;1000000;microempresarial
Femenino;comercio;tienda;san javier no.2;2;13.0;21/02/2019;8200000;microempresarial
Femenino;servicio;peluqueria;buenos aires;2;9.0;21/03/2017;5000000;microempresarial
Femenino;comercio;variedades;el progreso no.2;1;6.0;26/09/2017;5000000;microempresarial
Masculino;industria;marroquineria;san javier no.1;3;13.0;25/02/2016;1800000;microempresarial
Masculino;industria;fabrica de ;robledo;3;7.0;19/10/2017;2000000;microempresarial
Femenino;servicio;Fabrica De Ceramica;doce de octubre no. 1;2;6.0;17/08/2016;6000000;microempresarial
Femenino;comercio;fabrica de ;popular;2;1.0;17/01/2017;7300000;microempresarial
Femenino;comercio;variedades;cabecera san antonio ;2;80.0;14/08/2018;7800000;microempresarial
Femenino;industria;fabrica de velas;aranjuez;3;4.0;20/05/2016;1500000;microempresarial
Masculino;industria;fabrica de ;manrique central no. 1;2;4.0;12/10/2017;6000000;microempresarial
Femenino;industria;fabrica de ;castilla;2;5.0;17/05/2016;5000000;microempresarial
Masculino;comercio;granero;santa cruz;1;2.0;22/05/2017;7377000;microempresarial
Femenino;Industria;fabrica de ;la francia;2;2.0;4/07/2018;7800000;Microempresarial
Masculino;comercio;variedades;cabecera san antonio ;3;80.0;27/07/2017;4000000;microempresarial
Masculino;comercio;fabrica de ;manrique oriental;3;3.0;18/04/2018;7800000;microempresarial
Femenino;comercio;almacen de ropa en ;buenos aires;3;9.0;17/11/2017;7377000;microempresarial
Femenino;comercio;variedades;boston;3;10.0;1/02/2017;7370000;microempresarial
Masculino;comercio;tienda;trinidad;3;15.0;3/11/2017;4000000;microempresarial
Femenino;comercio;Tienda;enciso;1;8.0;26/04/2016;6500000;microempresarial
Femenino;comercio;tienda naturista;santo domingo savio ;1;1.0;6/11/2018;7000000;Microempresarial
Femenino;comercio;comidas rapidas;doce de octubre no. 1;1;6.0;27/10/2017;7370000;microempresarial
Femenino;comercio;tienda;villa hermosa;3;8.0;21/08/2018;4000000;microempresarial
Femenino;servicio;peluqueria;guayabal;3;15.0;28/07/2017;7000000;microempresarial
Masculino;servicio;barberia;miranda;2;4.0;18/10/2018;7000000;microempresarial
Femenino;comercio;variedades;cabecera san antonio ;2;80.0;5/06/2018;7800000;microempresarial
Femenino;comercio;almacen de ropa en ;castilla;2;5.0;11/10/2016;$ 3,500,000.00;microempresarial
Masculino;industria;fabrica de ;la floresta;3;12.0;21/04/2016;6890000;microempresarial
Masculino;SERVICIO;panaderia;cabecera san cristobal;2;60.0;7/07/2017;7300000;microempresarial
Femenino;comercio;comidas rapidas;san pablo;2;1.0;5/03/2018;7800000;microempresarial
Masculino;industria;fabrica de ;san javier no.1;3;13.0;20/05/2019;6000000;microempresarial
Femenino;comercio;miscelanea;robledo;3;7.0;5/09/2017;7300000;microempresarial
Femenino;comercio;fabrica de alimentos;castilla;2;5.0;3/04/2018;3000000;microempresarial
Femenino;industria;fabrica de ;san javier no.1;1;13.0;24/09/2018;6000000;microempresarial
Femenino;comercio;variedades;granizal;2;1.0;6/06/2018;7800000;microempresarial
Femenino;servicio;comidas rapidas;castilla;3;5.0;5/05/2016;6890000;microempresarial
Masculino;industria;fabrica de ;la francia;2;2.0;20/11/2018;$ 7,800,000.00;microempresarial
Femenino;servicio;Peluqueria;san javier no.1;1;13.0;15/06/2017;7370000;microempresarial
Masculino;servicio;mantenimiento en ;castilla;3;5.0;1/02/2017;7200000;microempresarial
Femenino;industria;fabrica de ;andalucia;2;2.0;11/07/2018;1500000;microempresarial
Femenino;comercio;cafeteria;belen;2;16.0;20/10/2016;4130000;microempresarial
Masculino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;20/10/2017;7300000;microempresarial
Femenino;comercio;tienda de helados;aranjuez;2;4.0;6/05/2019;6000000;microempresarial
Femenino;comercio;peluqueria;manrique central no. 2;2;3.0;1/03/2018;3000000;microempresarial
Masculino;INDUSTRIA;ebanistaria;aranjuez;1;4.0;20/10/2017;7370000;microempresarial
Femenino;comercio;tienda;buenos aires;2;9.0;5/03/2019;6000000;microempresarial
Femenino;comercio;almacen de ropa en ;la francia;2;2.0;12/12/2017;6500000;microempresarial
Masculino;comercio;variedades;san javier no.1;3;13.0;21/02/2018;7377000;microempresarial
Femenino;servicio;peluqueria;OLAYA HERRERA;1;7.0;24/02/2017;7000000;microempresarial
Femenino;comercio;variedades;robledo;2;7.0;15/06/2018;2000000;microempresarial
Femenino;industria;fabrica de ;cabecera san cristobal;2;60.0;25/07/2018;2000000;microempresarial
Femenino;servicio;cafe e internet;moravia;1;4.0;12/04/2018;2500000;microempresarial
Masculino;servicio;barberia;robledo;3;7.0;14/09/2018;5500000;microempresarial
Masculino;comercio;restaurante;san javier no.1;2;13.0;21/09/2018;7800000;microempresarial
Masculino;comercio;variedades;barrio caicedo;3;9.0;5/05/2016;5000000;microempresarial
Femenino;comercio;fabrica de calzado;villa niza;1;2.0;13/02/2018;4000000;microempresarial
Femenino;industria;fabrica de ;moravia;2;4.0;24/05/2018;5000000;microempresarial
Femenino;comercio;tienda;santa cruz;1;2.0;22/06/2018;7500000;microempresarial
Femenino;COMERCIO;comidas rapidas;pedregal;3;6.0;11/04/2018;7000000;microempresarial
Femenino;comercio;variedades;moravia;1;4.0;16/03/2016;6000000;microempresarial
Masculino;comercio;tienda;13 de noviembre;1;8.0;20/01/2017;$ 6,000,000.00;microempresarial
Masculino;servicio;cafe e internet;robledo;2;7.0;9/07/2018;6000000;microempresarial
Femenino;industria;fabrica de ;boyaca;3;5.0;5/07/2017;7377000;microempresarial
Femenino;comercio;distribuidora de ;belen;1;16.0;24/04/2019;7000000;microempresarial
Masculino;servicio;lavanderia;san javier no.2;1;13.0;28/03/2016;6000000;microempresarial
Femenino;comercio;lavanderia;castilla;3;5.0;5/07/2018;7800000;microempresarial
Femenino;servicio;fabrica de juegos ;granizal;2;1.0;8/03/2018;2000000;microempresarial
Masculino;Servicio;recreativo-educativo;belen;3;16.0;16/09/2016;6890000;microempresarial
Masculino;comercio;distribuidora de ;manrique central no. 1;3;4.0;24/04/2018;5000000;microempresarial
Femenino;industria;fabrica de calzado;santo domingo savio ;1;1.0;19/05/2017;7300000;microempresarial
Femenino;COMERCIO;ferreteria;13 de noviembre;1;8.0;1/03/2017;7377000;microempresarial
Masculino;comercio;tienda;tejelo;3;5.0;12/09/2018;5000000;microempresarial
Femenino;comercio;papeleria;villa guadalupe;2;1.0;30/11/2016;6890000;microempresarial
Femenino;comercio;variedades;boston;3;10.0;5/09/2018;7800000;microempresarial
Femenino;industria;fabrica de ;robledo;1;7.0;22/01/2019;7800000;microempresarial
Femenino;servicio;organizacion y ;cabecera san cristobal;2;60.0;11/05/2016;5000000;microempresarial
Femenino;comercio;variedades;santo domingo savio ;1;1.0;23/10/2017;4000000;microempresarial
Masculino;comercio;tienda;belen;2;16.0;12/10/2017;7200000;microempresarial
Masculino;comercio;restaurante;enciso;1;8.0;19/10/2016;4000000;microempresarial
Femenino;comercio;variedades;calasanz;2;12.0;27/07/2017;5000000;microempresarial
Femenino;comercio;fabrica de calzado;pedregal;3;6.0;3/10/2018;3500000;microempresarial
Femenino;industria;fabrica de ;playon de los ;1;2.0;6/05/2019;3750000;microempresarial
Masculino;comercio;tienda;san javier no.1;2;13.0;28/07/2017;6000000;microempresarial
Femenino;industria;fabrica de ;buenos aires;2;9.0;20/09/2018;7800000;microempresarial
Femenino;industria;fabrica de ;robledo;2;7.0;22/02/2017;7000000;microempresarial
Femenino;servicio;productos_de_belleza;cordoba;3;7.0;31/10/2017;23510000;empresarial ed. 
Femenino;industria;fabrica de ;20 de julio;2;13.0;7/09/2016;3000000;microempresarial
Masculino;industria;fabrica de ;campo valdes no. 1;2;4.0;4/05/2018;1800000;microempresarial
Masculino;comercio;distribuidora de ;villa del socorro;2;2.0;17/12/2018;1500000;microempresarial
Femenino;servicio;peluqueria;campo valdes no. 1;2;4.0;6/09/2017;7000000;microempresarial
Femenino;comercio;peluqueria;robledo;1;7.0;30/05/2018;7000000;microempresarial
Femenino;industria;fabrica de ;robledo;2;7.0;25/10/2016;$ 5,000,000.00;microempresarial
Femenino;comercio;papeleria;san javier no.1;1;13.0;15/02/2018;6000000;microempresarial
Femenino;comercio;tienda;manrique central no. 1;3;4.0;28/06/2017;7377000;microempresarial
Femenino;comercio;almacen de ropa en ;santo domingo savio ;2;1.0;8/03/2018;3000000;microempresarial
Femenino;COMERCIO;comidas rapidas;trinidad;3;15.0;22/11/2017;3000000;MICROEMPRESARIAL
Masculino;comercio;ferreteria;cabecera san cristobal;2;60.0;11/08/2016;3000000;microempresarial
Femenino;comercio;restaurante;manrique central no. 1;2;4.0;29/04/2019;3000000;microempresarial
Femenino;comercio;almacen de ropa en ;belen;3;16.0;25/07/2018;5000000;microempresarial
Femenino;servicio;variedades;la america;2;12.0;11/07/2017;5000000;microempresarial
Masculino;industria;fabrica de ;castilla;2;5.0;1/08/2018;7800000;microempresarial
Masculino;servicio;Variedades;girardot;3;5.0;7/07/2017;6000000;microempresarial
Masculino;servicio;taller de mecanica;robledo;3;7.0;8/06/2017;20000000;empresarial ed. 
Masculino;comercio;variedades;buenos aires;2;9.0;8/08/2017;5000000;Microempresarial
Femenino;servicio;comidas rapidas;villa guadalupe;2;1.0;20/05/2016;$ 6,890,000.00;microempresarial
Femenino;servicio;peluqueria;BELEN;2;16.0;12/07/2017;7000000;microempresarial
Masculino;servicio;recreativo-educativo;aranjuez;3;4.0;17/05/2017;7377000;microempresarial
Femenino;industria;fabrica de ;popular;2;1.0;17/04/2018;7800000;MICROEMPRESARIAL
Masculino;servicio;comidas rapidas;doce de octubre no. 1;2;6.0;18/07/2017;7370000;microempresarial
Femenino;comercio;miscelanea;cabecera san antonio ;3;80.0;17/02/2016;5000000;microempresarial
Femenino;INDUSTRIA;fabrica de ;doce de octubre no. 1;2;60.0;4/06/2019;7000000;microempresarial
Masculino;industria;variedades;el salvador;3;9.0;25/05/2018;7000000;microempresarial
Masculino;comercio;almacen de ropa en ;juan xxiii la quiebra;2;13.0;4/02/2019;8200000;microempresarial
Femenino;industria;fabrica de ;belen;2;16.0;16/05/2018;7800000;microempresarial
Masculino;comercio;almacen de ropa en ;belen;2;16.0;24/05/2017;5000000;microempresarial
Femenino;industria;fabrica de ;belencito;2;13.0;18/10/2017;2800000;microempresarial
Femenino;industria;fabrica de ;enciso;3;8.0;15/03/2019;$ 8,281,160.00;microempresarial
Femenino;comercio;variedades;playon de los ;2;2.0;23/11/2016;4130000;Microempresarial
Masculino;comercio;deposito de ;robledo;2;7.0;6/02/2018;7800000;microempresarial
Masculino;comercio;drogueria;campo valdes no. 1;3;4.0;23/03/2018;7000000;microempresarial
Femenino;comercio;almacen de ropa en ;manrique central no. 1;2;4.0;6/04/2017;$ 4,000,000.00;microempresarial
Masculino;agropecuaria;sembrados;santa elena central;2;90.0;14/06/2017;14;Agropecuaria
Masculino;comercio;restaurante;la colina;2;15.0;26/09/2017;7000000;microempresarial
Masculino;comercio;variedades;versalles no. 1;2;3.0;3/07/2018;5000000;microempresarial
Masculino;comercio;variedades;pedregal;3;6.0;26/10/2017;2000000;microempresarial
Femenino;industria;fabrica de ;guayabal;3;15.0;5/12/2018;3000000;microempresarial
Masculino;comercio;papeleria;robledo;3;7.0;11/08/2017;7377000;microempresarial
Masculino;comercio;fabrica de ;san javier no.1;2;13.0;13/09/2017;7370000;microempresarial
Masculino;servicio;fabrica de ;robledo;2;7.0;26/07/2016;6890000;microempresarial
Femenino;industria;fabrica de ;cordoba;3;7.0;7/02/2017;7300000;Microempresarial
Masculino;comercio;variedades;castilla;3;10.0;27/07/2018;4000000;microempresarial
Femenino;servicio;peluqueria;la floresta;3;12.0;8/09/2017;7000000;microempresarial
Masculino;servicio;barberia;villatina;2;8.0;25/07/2017;$ 7,370,000.00;microempresarial
Femenino;industria;fabrica de ;trinidad;3;15.0;19/10/2017;$ 7,000,000.00;microempresarial
Femenino;servicio;peluqueria;la america;3;12.0;15/03/2016;6890000;microempresarial
Masculino;servicio;recreativo-educativo;pedregal;3;6.0;22/09/2016;6350000;microempresarial
Femenino;comercio;tienda;robledo;2;7.0;11/05/2018;5000000;microempresarial
Masculino;comercio;tienda;cabecera san cristobal;3;60.0;27/06/2019;8200000;microempresarial
Femenino;comercio;Variedades;castilla;2;5.0;15/05/2018;2000000;microempresarial
Femenino;comercio;ferreteria;juan xxiii la quiebra;2;13.0;25/06/2019;8000000;microempresarial
Masculino;servicio;organizacion y ;boyaca;3;5.0;17/05/2018;15000000;empresarial ed. 
Femenino;servicio;peluqueria;moravia;2;4.0;15/02/2018;7800000;microempresarial
Femenino;servicio;venta de lacteos;enciso;3;8.0;24/11/2016;5000000;microempresarial
Masculino;servicio;comidas rapidas;cabecera san cristobal;3;60.0;8/02/2018;7800000;microempresarial
Masculino;industria;fabrica de ;san javier no.1;2;13.0;6/04/2017;6000000;microempresarial
Femenino;servicio;variedades;santo domingo savio ;2;1.0;25/08/2016;6890000;microempresarial
Femenino;comercio;comidas rapidas;las palmas;2;10.0;11/07/2017;7000000;microempresarial
Femenino;comercio;tienda;san javier no.1;1;13.0;23/03/2017;6000000;MICROEMPRESARIAL
Masculino;comercio;reciclaje;andalucia;2;2.0;8/03/2017;7377000;microempresarial
Femenino;comercio;variedades;robledo;2;7.0;23/11/2016;5000000;microempresarial
